ensembl_gene_id	chromosome_name	start_position	end_position	percentage_gene_gc_content	description
ENSG00000128298	22	38084889	38110670	53.59	BAI1 associated protein 2 like 2 [Source:HGNC Symbol;Acc:HGNC:26203]
ENSG00000272720	22	38090127	38091559	48.15	novel transcript, antisense to BAIAP2L2
ENSG00000184381	22	38111495	38205690	51.54	phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]
ENSG00000279080	22	38130216	38150612	49.82	novel transcript, antisense to PLA2G6
ENSG00000185022	22	38200767	38216511	56.05	MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]
ENSG00000198792	22	38219291	38273034	53.51	transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]
ENSG00000235246	22	38231320	38232248	51.45	novel transcript, antisense to TMEM184B
ENSG00000241693	22	38231720	38231993	60.22	RNA, 7SL, cytoplasmic 704, pseudogene [Source:HGNC Symbol;Acc:HGNC:46720]
ENSG00000277385	22	38281028	38281289	54.2	
ENSG00000213923	22	38290691	38318084	55.79	casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]
ENSG00000283900	22	38291918	38398522	47.79	TPTEP2-CSNK1E readthrough [Source:HGNC Symbol;Acc:HGNC:53829]
ENSG00000244627	22	38335762	38398929	43.54	TPTE pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:53828]
ENSG00000229955	22	38387918	38388857	36.7	novel transcript, sense intronic to CSNK1E
ENSG00000228620	22	38424288	38427336	56.97	putaitve novel transcript
ENSG00000168135	22	38426327	38455199	56.52	potassium voltage-gated channel subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:6265]
ENSG00000100196	22	38468062	38483447	49.57	KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]
ENSG00000100201	22	38483440	38507660	43.04	DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]
ENSG00000100206	22	38518949	38570286	42.07	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]
ENSG00000224279	22	38574931	38575431	49.1	ribosomal protein S29 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:52364]
ENSG00000184949	22	38578120	38656629	45.78	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]
ENSG00000100211	22	38656636	38673854	47.17	chibby family member 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]
ENSG00000230912	22	38666508	38668750	48.6	novel transcript
ENSG00000228274	22	38667585	38681820	48.22	novel transcript, antisense to CBY1
ENSG00000100216	22	38681948	38685421	48.7	translocase of outer mitochondrial membrane 22 [Source:HGNC Symbol;Acc:HGNC:18002]
ENSG00000100221	22	38685543	38701556	47.81	Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953]
ENSG00000100226	22	38705723	38738299	51.1	GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]
ENSG00000229598	22	38722743	38723505	46.79	peroxiredoxin 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39264]
ENSG00000244491	22	38734725	38738765	57.68	novel transcript, antisense to SUN2
ENSG00000100242	22	38734725	38794143	54.74	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]
ENSG00000230149	22	38734730	38738990	57.97	novel transcript, antisense to SUN2
ENSG00000273096	22	38736610	38736792	46.45	novel transcript, sense intronic to SUN2
ENSG00000225450	22	38739003	38749041	53.56	novel transcript
ENSG00000272669	22	38742625	38743115	56.82	novel transcript, antisense to SUN2
ENSG00000273076	22	38743495	38743910	36.78	novel transcript, antisense to SUN2
ENSG00000100246	22	38778508	38794198	51.3	dynein axonemal light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955]
ENSG00000221890	22	38818452	38843982	55.42	neuronal pentraxin receptor [Source:HGNC Symbol;Acc:HGNC:7954]
ENSG00000183741	22	38861450	38872314	58.47	chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]
ENSG00000235209	22	38921227	38924708	49.86	novel transcript
ENSG00000128383	22	38952741	38992778	53.24	apolipoprotein B mRNA editing enzyme catalytic subunit 3A [Source:HGNC Symbol;Acc:HGNC:17343]
ENSG00000179750	22	38982347	38992804	53.12	apolipoprotein B mRNA editing enzyme catalytic subunit 3B [Source:HGNC Symbol;Acc:HGNC:17352]
ENSG00000249310	22	38991559	38998209	53.42	APOBEC3B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43836]
ENSG00000244509	22	39014083	39020352	52.74	apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]
ENSG00000284554	22	39014363	39033276	54.12	novel protein
ENSG00000243811	22	39021113	39033276	54.31	apolipoprotein B mRNA editing enzyme catalytic subunit 3D [Source:HGNC Symbol;Acc:HGNC:17354]
ENSG00000128394	22	39040604	39053910	53.89	apolipoprotein B mRNA editing enzyme catalytic subunit 3F [Source:HGNC Symbol;Acc:HGNC:17356]
ENSG00000259421	22	39070414	39070671	55.81	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3 family member pseudogene
ENSG00000239713	22	39077005	39087743	54.69	apolipoprotein B mRNA editing enzyme catalytic subunit 3G [Source:HGNC Symbol;Acc:HGNC:17357]
ENSG00000225720	22	39091586	39092855	52.68	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3 (APOBEC3) family pseudogene
ENSG00000100298	22	39097224	39104067	53.45	apolipoprotein B mRNA editing enzyme catalytic subunit 3H [Source:HGNC Symbol;Acc:HGNC:24100]
ENSG00000100307	22	39120167	39152674	54.25	chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]
ENSG00000226024	22	39120293	39120566	53.28	cytochrome c oxidase subunit 5B pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:2276]
ENSG00000279833	22	39133090	39136760	58.59	novel transcript, antisense to CBX7
ENSG00000227009	22	39155525	39155945	50.59	FUN14 domain containing 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37971]
ENSG00000100311	22	39223359	39244751	58.13	platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]
ENSG00000284633	22	39242188	39279897	55.82	novel transcript, antisense to PDGFB
ENSG00000224794	22	39292988	39295589	55.34	novel transcript
ENSG00000100316	22	39312882	39320389	53.41	ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]
ENSG00000209480	22	39313819	39313911	59.14	small nucleolar RNA, C/D box 83B [Source:HGNC Symbol;Acc:HGNC:17132]
ENSG00000209482	22	39315213	39315307	54.74	small nucleolar RNA, C/D box 83A [Source:HGNC Symbol;Acc:HGNC:17131]
ENSG00000263764	22	39319050	39319113	45.31	small nucleolar RNA, C/D box 43 [Source:HGNC Symbol;Acc:HGNC:10182]
ENSG00000100321	22	39349925	39385588	55.76	synaptogyrin 1 [Source:HGNC Symbol;Acc:HGNC:11498]
ENSG00000280216	22	39379610	39380015	48.77	TEC
ENSG00000100324	22	39399741	39437060	51.38	TGF-beta activated kinase 1 (MAP3K7) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:18157]
ENSG00000128268	22	39457344	39492194	56.74	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7046]
ENSG00000227188	22	39475807	39476822	55.31	MGAT3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51356]
ENSG00000100335	22	39499432	39518132	49.85	mitochondrial elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:25979]
ENSG00000285025	22	39504231	39504443	57.75	MIEF1 upstream open reading frame protein  [Source:UniProtKB/Swiss-Prot;Acc:L0R8F8]
ENSG00000128272	22	39519695	39522685	58.94	activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]
ENSG00000187051	22	39529093	39532855	54.82	ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]
ENSG00000100346	22	39570753	39689737	56.05	calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396]
ENSG00000176177	22	39743044	39893864	38.49	ENTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26352]
ENSG00000235647	22	39750127	39751293	36.85	family with sequence similarity 54, member A (FAM54A) pseudogene
ENSG00000238875	22	39874255	39874515	42.15	RNA, 7SK small nuclear pseudogene 210 [Source:HGNC Symbol;Acc:HGNC:45934]
ENSG00000226085	22	39875289	39876108	53.9	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:12588]
ENSG00000100351	22	39901082	39973721	44.48	GRB2 related adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:4563]
ENSG00000225528	22	39960397	39964718	45.16	novel protein similar to translation machinery associated 7 homolog (S. cerevisiae) TMA7
ENSG00000133477	22	39994949	40043529	51.49	family with sequence similarity 83 member F [Source:HGNC Symbol;Acc:HGNC:25148]
ENSG00000261202	22	40043068	40044530	46.62	novel transcript, antisense to FAM83F
ENSG00000100354	22	40044817	40335808	42.15	trinucleotide repeat containing 6B [Source:HGNC Symbol;Acc:HGNC:29190]
ENSG00000228599	22	40106325	40107066	42.45	ribosomal protein L7 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:35676]
ENSG00000239900	22	40346500	40390463	44.97	adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]
ENSG00000284431	22	40346529	40410054	46.88	novel transcript
ENSG00000100359	22	40370591	40410289	47.84	small G protein signaling modulator 3 [Source:HGNC Symbol;Acc:HGNC:25228]
ENSG00000229999	22	40372664	40388290	43.09	novel transcript, antisense to SGSM3 and ADSL
ENSG00000196588	22	40410281	40636702	43.58	myocardin related transcription factor A [Source:HGNC Symbol;Acc:HGNC:14334]
ENSG00000272834	22	40415003	40415445	56.21	novel transcript, antisense to MKL1
ENSG00000227413	22	40433136	40433641	42.89	novel pseudogene
ENSG00000232564	22	40521800	40526707	41.85	MRTFA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40681]
ENSG00000172912	22	40569286	40569895	48.03	cytochrome c oxidase subunit 6B1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:2283]
ENSG00000230071	22	40586700	40588003	46.63	ribosomal protein L4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35611]
ENSG00000231907	22	40673484	40674451	50.31	glyceraldehyde 3 phosphate dehydrogenase pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:37791]
ENSG00000128285	22	40678750	40682814	55.82	melanin concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:HGNC:4479]
ENSG00000100372	22	40769630	40819399	41.77	solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]
ENSG00000230769	22	40788777	40789267	44.6	riboflavin kinase (RFK) pseudogene
ENSG00000233603	22	40798039	40798285	48.58	jumping translocation breakpoint pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39180]
ENSG00000266594	22	40813883	40813958	36.84	microRNA 4766 [Source:HGNC Symbol;Acc:HGNC:41680]
ENSG00000100380	22	40824535	40857022	38.45	ST13, Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]
ENSG00000196236	22	40857077	40932815	41.48	X-prolyl aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:28052]
ENSG00000172404	22	40859549	40862126	36.66	DnaJ heat shock protein family (Hsp40) member B7 [Source:HGNC Symbol;Acc:HGNC:24986]
ENSG00000273979	22	40917111	40917381	49.82	
ENSG00000200683	22	40917743	40917846	38.46	RNA, U6 small nuclear 379, pseudogene [Source:HGNC Symbol;Acc:HGNC:47342]
ENSG00000100387	22	40951347	40973309	44.92	ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]
ENSG00000222698	22	41045497	41045591	38.95	
ENSG00000237214	22	41064052	41064633	58.59	ribosomal protein S9 (RPS9) pseudogene
ENSG00000199515	22	41065554	41065646	44.09	
ENSG00000213857	22	41074180	41075239	58.3	actin, beta (ACTB) pseudogene
ENSG00000100393	22	41091786	41180079	42.33	E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]
ENSG00000284015	22	41092513	41092566	66.67	microRNA 1281 [Source:HGNC Symbol;Acc:HGNC:35359]
ENSG00000252859	22	41168217	41168316	33	RNA, U6 small nuclear 375, pseudogene [Source:HGNC Symbol;Acc:HGNC:47338]
ENSG00000232754	22	41169190	41183144	44.85	novel transcript, antisense to EP300
ENSG00000231993	22	41174591	41197456	46.31	EP300 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50504]
ENSG00000215771	22	41189727	41190188	45.67	leucine rich repeat containing 37 member A14, pseudogene [Source:HGNC Symbol;Acc:HGNC:43818]
ENSG00000100395	22	41205205	41231271	52.42	L3MBTL2, polycomb repressive complex 1 subunit [Source:HGNC Symbol;Acc:HGNC:18594]
ENSG00000235513	22	41209122	41217627	50.09	novel transcript, antisense to L3MBTL2
ENSG00000100399	22	41229510	41240934	58.1	chondroadherin like [Source:HGNC Symbol;Acc:HGNC:25165]
ENSG00000100401	22	41245611	41286251	53.26	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]
ENSG00000274552	22	41252992	41253050	62.71	microRNA 6889 [Source:HGNC Symbol;Acc:HGNC:50014]
ENSG00000100403	22	41301522	41360147	54.29	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:HGNC:30869]
ENSG00000167074	22	41367333	41399326	51.78	TEF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:11722]
ENSG00000199865	22	41377177	41377283	44.86	RNA, U6 small nuclear 495, pseudogene [Source:HGNC Symbol;Acc:HGNC:47458]
ENSG00000273424	22	41430934	41431375	50	novel transcript
ENSG00000183864	22	41433492	41447023	51.46	transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]
ENSG00000100410	22	41459717	41468725	46.26	PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]
ENSG00000100412	22	41469125	41528989	50.27	aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118]
ENSG00000100413	22	41525804	41544606	55.16	RNA polymerase III subunit H [Source:HGNC Symbol;Acc:HGNC:30349]
ENSG00000172346	22	41560763	41577741	55.8	cold shock domain containing C2 [Source:HGNC Symbol;Acc:HGNC:30359]
ENSG00000100417	22	41576894	41589890	54.84	phosphomannomutase 1 [Source:HGNC Symbol;Acc:HGNC:9114]
ENSG00000100418	22	41598028	41621096	46.95	desumoylating isopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:24577]
ENSG00000196419	22	41621119	41664048	46.22	X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]
ENSG00000200332	22	41648089	41648190	44.12	
ENSG00000100138	22	41673930	41690504	46.79	small nuclear ribonucleoprotein 13 [Source:HGNC Symbol;Acc:HGNC:7819]
ENSG00000285531	22	41676745	41677125	41.47	LLP homolog, long-term synaptic facilitation ( LLPH) pseudogene
ENSG00000207457	22	41679711	41679817	40.19	RNA, U6 small nuclear 476, pseudogene [Source:HGNC Symbol;Acc:HGNC:47439]
ENSG00000184208	22	41688939	41698136	51.21	chromosome 22 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26294]
ENSG00000167077	22	41699499	41799456	46.77	meiotic double-stranded break formation protein 1 [Source:HGNC Symbol;Acc:HGNC:28613]
ENSG00000231261	22	41709225	41709489	50.19	high mobility group nucleosomal binding domain 2 pseudogene10 [Source:HGNC Symbol;Acc:HGNC:4988]
ENSG00000252603	22	41722043	41722131	43.82	RNA, U6atac small nuclear 22, pseudogene [Source:HGNC Symbol;Acc:HGNC:46921]
ENSG00000206813	22	41747312	41747413	40.2	
ENSG00000100147	22	41800679	41826299	49.16	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]
ENSG00000184068	22	41831215	41834665	56.07	SREBF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53953]
ENSG00000198911	22	41833079	41907308	48.21	sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]
ENSG00000207932	22	41900944	41901012	47.83	microRNA 33a [Source:HGNC Symbol;Acc:HGNC:31634]
ENSG00000234965	22	41909554	41914667	67.03	shisa family member 8 [Source:HGNC Symbol;Acc:HGNC:18351]
ENSG00000159958	22	41922023	41926818	58.34	TNF receptor superfamily member 13C [Source:HGNC Symbol;Acc:HGNC:17755]
ENSG00000283829	22	41923222	41923297	57.89	microRNA 378i [Source:HGNC Symbol;Acc:HGNC:41620]
ENSG00000100162	22	41938721	41947164	53.29	centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]
ENSG00000205704	22	41952165	41958933	55.02	long intergenic non-protein coding RNA 634 [Source:HGNC Symbol;Acc:HGNC:27930]
ENSG00000100167	22	41969475	41998221	52.28	septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]
ENSG00000224883	22	41981304	41982217	53.39	novel transcript, antisense to SEPT3
ENSG00000183066	22	41998725	42058456	42.11	WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389]
ENSG00000215347	22	42001069	42001966	50.11	solute carrier family 25 member 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19250]
ENSG00000198951	22	42058354	42070842	53.29	alpha-N-acetylgalactosaminidase [Source:HGNC Symbol;Acc:HGNC:7631]
ENSG00000177096	22	42074251	42079441	55.85	PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161]
ENSG00000238498	22	42076058	42076161	47.12	small nucleolar RNA, C/D box 13 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10110]
ENSG00000183172	22	42079691	42084284	48.41	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]
ENSG00000184983	22	42085525	42090955	48.79	NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]
ENSG00000270083	22	42089630	42090028	45.11	novel transcript, sense intronic to NDUFA6
ENSG00000237037	22	42090931	42137742	48.49	NDUFA6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:45273]
ENSG00000213790	22	42107765	42108953	39.11	Obg-like ATPase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45274]
ENSG00000100197	22	42126499	42130906	62.68	cytochrome P450 family 2 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:2625]
ENSG00000227370	22	42132543	42132998	60.31	chromosome 6 open reading frame 108 (C6orf108) pseudogene
ENSG00000232710	22	42136433	42139927	58.54	novel transcript
ENSG00000281538	22	42138060	42139726	56.45	novel transcript
ENSG00000205702	22	42140203	42144577	63.27	cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:2624]
ENSG00000226450	22	42149886	42155001	60.95	ccytochrome P450 family 2 subfamily D member 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:2628]
ENSG00000100207	22	42160013	42343616	49.75	transcription factor 20 [Source:HGNC Symbol;Acc:HGNC:11631]
ENSG00000182057	22	42269753	42275196	57.75	opioid growth factor receptor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50511]
ENSG00000233903	22	42276355	42277052	52.58	novel transcript
ENSG00000273366	22	42278188	42278846	52.35	novel transcript
ENSG00000229891	22	42364400	42369236	55.65	long intergenic non-protein coding RNA 1315 [Source:HGNC Symbol;Acc:HGNC:50513]
ENSG00000235568	22	42380410	42432395	54.9	NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872]
ENSG00000230107	22	42438023	42446195	53.31	novel transcript
ENSG00000172250	22	42500579	42512560	55.56	serine hydrolase-like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:14408]
ENSG00000189306	22	42509968	42519802	57.96	ribosomal RNA processing 7 homolog A [Source:HGNC Symbol;Acc:HGNC:24286]
ENSG00000183569	22	42553617	42574382	54.45	serine hydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:29446]
ENSG00000182841	22	42555223	42582038	54.88	ribosomal RNA processing 7 homolog B, pseudogene [Source:HGNC Symbol;Acc:HGNC:30454]
ENSG00000202058	22	42565048	42565330	56.89	RNA, 7SK small nuclear pseudogene 80 [Source:HGNC Symbol;Acc:HGNC:45804]
ENSG00000251913	22	42569147	42569250	42.31	RNA, U6 small nuclear 513, pseudogene [Source:HGNC Symbol;Acc:HGNC:47476]
ENSG00000100227	22	42583721	42614962	49.1	DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]
ENSG00000276027	22	42615244	42615393	52	RNA, U12 small nuclear [Source:HGNC Symbol;Acc:HGNC:19380]
ENSG00000270022	22	42615244	42615907	49.25	RNA, U12 small nuclear
ENSG00000100243	22	42617840	42649568	55.99	cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:HGNC:2873]
ENSG00000249222	22	42639803	42640601	45.06	ATP synthase membrane subunit g like [Source:HGNC Symbol;Acc:HGNC:13213]
ENSG00000128274	22	42692112	42721298	52.4	alpha 1,4-galactosyltransferase (P blood group) [Source:HGNC Symbol;Acc:HGNC:18149]
ENSG00000200448	22	42762860	42762959	43	
ENSG00000234009	22	42776406	42777296	45.23	ribosomal protein L5 pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:36463]
ENSG00000229608	22	42784462	42787100	56.88	GOLGA2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:38600]
ENSG00000274717	22	42791814	42794313	65.48	ADAM metallopeptidase with thrombospondin type 1 motif, 7 (ADAMTS7) pseudogene
ENSG00000242247	22	42796502	42858106	45	ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]
ENSG00000100266	22	42835412	43015145	48.59	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]
ENSG00000226989	22	42853403	42853799	50.63	chromosome 7 open reading frame 44 (C7orf44) pseudogene
ENSG00000230319	22	43038585	43052366	51.92	uncharacterized LOC100506679 [Source:NCBI gene;Acc:100506679]
ENSG00000100271	22	43039644	43089428	51.32	tubulin tyrosine ligase like 1 [Source:HGNC Symbol;Acc:HGNC:1312]
ENSG00000234735	22	43092167	43092524	44.69	ribosomal protein S25 (RPS25) pseudogene
ENSG00000100290	22	43110748	43129712	54.8	BCL2 interacting killer [Source:HGNC Symbol;Acc:HGNC:1051]
